id,productId,inventoryId,status,message,createdAt
001sddylmjh49rPjkqmk,08690885205328,,failed,Inventory ID fehlt,"{""_seconds"":1765414410,""_nanoseconds"":792000000}"
01ybJRNKaqqNLMRshCBF,4061418025265,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 22:21:56","{""_seconds"":1765401240,""_nanoseconds"":874000000}"
06H4Z2N4eABbSVsUwmri,5054142498336,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765045587,""_nanoseconds"":311000000}"
09HZ4UxnGier4drumUDs,4260012351552,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492402,""_nanoseconds"":987000000}"
0AkE4rHeCc9AICDSdtQi,02591620,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765746189,""_nanoseconds"":23000000}"
0AwM0ntdAr0Y4aaLe9aq,0000184164619,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765732433,""_nanoseconds"":931000000}"
0BYQnt7se4asotawZzXv,SKU-4541378818,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338303,""_nanoseconds"":346000000}"
0DHpuBqJ3eKgczaey6Lb,0002592484122,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765754616,""_nanoseconds"":481000000}"
0GLUnwOytFdLPxW4Kv0X,8806090396038,85403,failed,Kategorie konnte für Inventory 85403 nicht ermittelt werden (Produkt 8806090396038),"{""_seconds"":1765641491,""_nanoseconds"":65000000}"
0HOva1ljbLvjNL89JTFb,4013556577120,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766335357,""_nanoseconds"":833000000}"
0HXsX0WDb2xJiCygq2py,DQTGD01300W-300W-LED-FLOOD-1,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765358592,""_nanoseconds"":421000000}"
0MNjPlAy1rBPYPKGiQab,195969554562,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765753930,""_nanoseconds"":77000000}"
0QNYtHk1I5uyzbLzMGTK,0000184164619,85403,failed,"ENOENT: no such file or directory, open '/app/ebay/DE_New_Structure_(May2023).csv'","{""_seconds"":1765491977,""_nanoseconds"":765000000}"
0REuw6fGRIa1UtoQ8gi5,197634001401,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 19:50:25","{""_seconds"":1765478475,""_nanoseconds"":474000000}"
0bSKETqR2RoQctzLSMSf,4007114298916,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 13:20:09","{""_seconds"":1765455142,""_nanoseconds"":550000000}"
0cfGdT9F6Jg4AYRtHwDf,4013556577120,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766288927,""_nanoseconds"":502000000}"
0d7mp99BiN1Av7uotiOs,4067888237931,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748933,""_nanoseconds"":456000000}"
0gZBwPE31LzwmPY8PKza,4260613494504,85404,failed,"ENOENT: no such file or directory, open '/app/kaufland/category_tree_int_all_languages - 📕 category_tree_all_languages.csv'","{""_seconds"":1765479647,""_nanoseconds"":644000000}"
0lGup1ntrJ7IW9tEYNoG,8445866051810,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765751315,""_nanoseconds"":763000000}"
0tss1GB8d2SCGM50wPwq,SKU-3046032177,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765939899,""_nanoseconds"":156000000}"
0u5nBtSWn5qEcGsaCJFB,paudin-santoku-n5-img-1,,failed,Inventory ID fehlt,"{""_seconds"":1765455026,""_nanoseconds"":68000000}"
0urvkXeSrnnKAgP1tphY,SKU-6369067650,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766339040,""_nanoseconds"":409000000}"
0zgPJD2n7LFv7WHl8EVm,8436579110321,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755574,""_nanoseconds"":247000000}"
11lTGQUCtnNrOagNbtLI,A11-LEQISMART,85403,failed,"ENOENT: no such file or directory, open '/app/ebay/DE_New_Structure_(May2023).csv'","{""_seconds"":1765491952,""_nanoseconds"":544000000}"
13P0V11PbpQWLMFGbvuZ,A11-LEQISMART,85403,failed,"ENOENT: no such file or directory, open '/app/ebay/DE_New_Structure_(May2023).csv'","{""_seconds"":1765491954,""_nanoseconds"":342000000}"
14PSieodN5IP1Z8IxQ4t,4030913982243,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748007,""_nanoseconds"":452000000}"
15HLsEsBWIEZbbWt7sco,8056381903395,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765751211,""_nanoseconds"":152000000}"
15sq2rXOcwfmFgxoXUNL,4711377100953,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755471,""_nanoseconds"":776000000}"
17UTUTv3fjai70hcEyIT,195969554562,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765732777,""_nanoseconds"":810000000}"
1AllYHP2npAcL7z2nZb5,4099685332441,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765045593,""_nanoseconds"":142000000}"
1E0FgINa7Yv8kuwNY7DU,2b55a51a-0d21-4136-9fa4-89ca66c74a72,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765746833,""_nanoseconds"":558000000}"
1Eiif7zdOvZwakfGEvSx,SKU-1483282001,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766158425,""_nanoseconds"":312000000}"
1IvlChKKQ1zyVLbXoBF7,0002592484122,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765713165,""_nanoseconds"":69000000}"
1JyJAdZGYyWVIEZ8OsCl,9002592400207,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492492,""_nanoseconds"":909000000}"
1KXCyNIb4h4W1yUTlR8X,4007386251480,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765747648,""_nanoseconds"":853000000}"
1QQB5YS96cVTlXWD1A0h,8445866051810,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765414186,""_nanoseconds"":408000000}"
1RMx9KUnrbYQm7Ex7nvp,1646142246381,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765732735,""_nanoseconds"":431000000}"
1SIaHQwwXr0qtxnN0Etm,da73cdf7-cc76-4f6e-bcbd-d6f8a5582665,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 19:50:25","{""_seconds"":1765478574,""_nanoseconds"":542000000}"
1UoENuqZT2XgisSrVi4E,18c83b9d-eb7b-478b-a5de-388c2f9aa63c,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765724458,""_nanoseconds"":398000000}"
1W3BxJg4a6C9xkJB22ov,4067983135699,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755495,""_nanoseconds"":849000000}"
1ZbQhiGWAxT9OAUiSmzu,brandson-wdp-301480,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755991,""_nanoseconds"":964000000}"
1gZnWtI2I0UdqFXzDqJV,4013288218780,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492129,""_nanoseconds"":949000000}"
1ghBa7l1aim2M4VyK2SU,5712929568831,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755197,""_nanoseconds"":757000000}"
1k1VpwlLO1K0ks48cDlk,SKU-5037405516,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766088055,""_nanoseconds"":274000000}"
1kc88rkQKVTquNBctqc0,4067904005667,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765716274,""_nanoseconds"":665000000}"
1m1GShGNP6O4LuuiQiNY,5060826162363,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765750522,""_nanoseconds"":51000000}"
1oePHwaZ6WDtCLVjXZoL,4067897661963,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748938,""_nanoseconds"":246000000}"
1pAqX4SOvE8bb51ru4hl,4067983746314,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765716292,""_nanoseconds"":971000000}"
1sMdAnKUQLWLvQ6pMQra,8436579110321,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765401094,""_nanoseconds"":415000000}"
1u3Dwj3GYuikb3yxNYNW,9014400103538,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765751579,""_nanoseconds"":908000000}"
1ylRJO9PW5s5kNjbkCna,4523e3f3-ba12-4d17-a2af-26af72a8a36e,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765045583,""_nanoseconds"":133000000}"
1zM0rdPX62ZNGn5U5ieI,paudin-santoku-n5-img-1,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492312,""_nanoseconds"":198000000}"
23e5EeYsfPugywI4bukW,4099983384487,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765716528,""_nanoseconds"":572000000}"
2AgASwNTsmJtHr69blJm,2b55a51a-0d21-4136-9fa4-89ca66c74a72,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765724677,""_nanoseconds"":891000000}"
2BPRrHHqUkCDVw1TuyLE,8436579110321,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:34:55","{""_seconds"":1765358804,""_nanoseconds"":151000000}"
2ByThWkIS7abfEeIkVmv,4067904610731,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748968,""_nanoseconds"":243000000}"
2Cr2IZMtFWw7hAQk5dNl,8712024095246,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755679,""_nanoseconds"":310000000}"
2CrJNqhf7qMiPdRDU3uw,4030913982243,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765715320,""_nanoseconds"":165000000}"
2FeOsPL939JeJCVMvKri,9786158181617,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:48:39","{""_seconds"":1765359627,""_nanoseconds"":699000000}"
2H9n8szJmbgY8862xquV,8720828172452,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766339995,""_nanoseconds"":633000000}"
2MtamYFIqDQlXiYvEcfM,4019336589644,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765045588,""_nanoseconds"":793000000}"
2OzzDk4UAqzPwSuL1Abj,4013556592796,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338766,""_nanoseconds"":26000000}"
2Tp612lFuG67BM51ZVgd,85010130,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 20:12:15","{""_seconds"":1765479866,""_nanoseconds"":484000000}"
2WUw6MA3xN42Gduvl1lL,SKU-9968230318,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766342767,""_nanoseconds"":202000000}"
2XwLTmDlO7FM3f1bk9vf,6431619024,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765758799,""_nanoseconds"":759000000}"
2avPlWKxhAWKOpuKBqc6,2d04e11c-2c30-40e4-958d-b0ec03de0da5,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765358636,""_nanoseconds"":670000000}"
2bZk3YkqogNMYxHkM5U2,8720707001286,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492494,""_nanoseconds"":273000000}"
2cJKJFnZ0sEsvyNtQJ76,02591620,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765723966,""_nanoseconds"":405000000}"
2e48TOMfjDDe5mOai7gh,9014400193201,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765759058,""_nanoseconds"":512000000}"
2j3sc6e0qesNaB7TzyaM,0197967813450,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765414243,""_nanoseconds"":997000000}"
2kRywMyoEUISz9qxktvV,SKU-4607569519,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766088965,""_nanoseconds"":259000000}"
2ms0Tu1pE35adauL5cyh,4066755796946,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765716262,""_nanoseconds"":676000000}"
2pbB8LjoJd78eDFY2i3z,nidec-445-0765157A,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765759762,""_nanoseconds"":862000000}"
2pct5GAFnDlePs3QhI2O,4099983384487,85403,failed,ERROR_CATEGORY_ID: Invalid category identifier provided (the category does not exist).,"{""_seconds"":1765583652,""_nanoseconds"":743000000}"
2xhzhsQFGkBlK7WyCFRk,2121005642022,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765926349,""_nanoseconds"":161000000}"
2yupO0QPwIXxMphRtsip,4052212121253,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:48:39","{""_seconds"":1765359644,""_nanoseconds"":281000000}"
340sf8ZsPUiOfRSFZ6na,09158136-7837-4a23-90d6-1543b48ce027,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492137,""_nanoseconds"":974000000}"
391R4cQg0fMP3QzO9L83,4067904336044,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765358694,""_nanoseconds"":538000000}"
3AyaUHhap6p52mP3ZW9Y,SKU-1181918814,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766337946,""_nanoseconds"":760000000}"
3BV7CvaivAJ3nlnp9WaZ,197634001401,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:48:39","{""_seconds"":1765359619,""_nanoseconds"":166000000}"
3CpTvb5S2ZyadbpsEvY1,4067897661963,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765754779,""_nanoseconds"":275000000}"
3IVYINgJgItr6sCMCv3l,brandson-windmaschine-30cm-unknown-ean,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765358598,""_nanoseconds"":431000000}"
3Izt9oaGnO7urcx6w8Yw,8f973329-18be-4898-aef7-5359c6b0c136,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492220,""_nanoseconds"":523000000}"
3JqlLa5aMZ1Sqf4Y31kY,4260613494504,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765734965,""_nanoseconds"":931000000}"
3LZMvnnZwG7flJc5VU01,4262168680118,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755334,""_nanoseconds"":949000000}"
3Psn5N4W1E25782siiph,4052138013946,78659,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 02:02:15","{""_seconds"":1765414669,""_nanoseconds"":854000000}"
3SfQidQjC5ZRpDg2AQBm,SKU-1483282001,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766336038,""_nanoseconds"":498000000}"
3UXTQSxFZ0GjnmmTCWFl,4067983135699,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765045592,""_nanoseconds"":648000000}"
3Y4YYZpI67x2jp19cUZD,1626175215014,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765732734,""_nanoseconds"":982000000}"
3Z1bMBJefPp0HBiwiQ4V,9783785556740,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:34:55","{""_seconds"":1765358962,""_nanoseconds"":843000000}"
3ZB0vjX8NqugxawvYZ4p,4710069708088,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 20:12:15","{""_seconds"":1765479893,""_nanoseconds"":222000000}"
3aHWRRhVOIc4nvr7QfCN,4099983384487,85404,failed,Kategorie konnte für Inventory 85404 nicht ermittelt werden (Produkt 4099983384487),"{""_seconds"":1765497206,""_nanoseconds"":409000000}"
3dJlzwyhIckuvkLH0H8h,8806090396038,85404,failed,Kategorie konnte für Inventory 85404 nicht ermittelt werden (Produkt 8806090396038),"{""_seconds"":1765641471,""_nanoseconds"":872000000}"
3e2YURwFbcrNebKSZz1z,SKU-4820097368,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1765926724,""_nanoseconds"":571000000}"
3ezFJKLcC8pvkeNMFG9h,FUVSHU-BT-Y02,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765044835,""_nanoseconds"":342000000}"
3rGqCDEITtxeNMkJNZDb,9014400035983,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765050885,""_nanoseconds"":214000000}"
3znfaiIC8OxYSSJ7VKOw,8436579110321,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:48:39","{""_seconds"":1765359577,""_nanoseconds"":875000000}"
41lUQSvtjwllk81ROg3c,SKU-5842899450,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338240,""_nanoseconds"":655000000}"
42Cq9nPUFnMIQpPdimKN,8056381903395,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765414233,""_nanoseconds"":329000000}"
451EiryS8Z8i0gdgjBpR,eafe8bc3-619c-41b9-9de5-05fb116e96e2,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 02:02:15","{""_seconds"":1765414587,""_nanoseconds"":833000000}"
45NyA5O4vJ9ZqHoe53OG,038473870772,85404,failed,"ENOENT: no such file or directory, open '/app/kaufland/category_tree_int_all_languages - 📕 category_tree_all_languages.csv'","{""_seconds"":1765479659,""_nanoseconds"":459000000}"
4AAyb4s0cREUIyv0HCdc,SKU-0236764953,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766337520,""_nanoseconds"":262000000}"
4C5WnuAYh57zLKB6Ltic,197634001401,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492121,""_nanoseconds"":753000000}"
4F4AFUtZM4RePgcrD5lY,9783036957814,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765751975,""_nanoseconds"":163000000}"
4HGOiFvLhdx6Dut9dnWX,4099983384487,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755103,""_nanoseconds"":416000000}"
4LUgoS1d6PgblFFimANc,4007386251480,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 19:50:25","{""_seconds"":1765478458,""_nanoseconds"":873000000}"
4MyScgndyT8OUS4sUCM2,3666354875564,85403,failed,"ENOENT: no such file or directory, open '/app/ebay/DE_New_Structure_(May2023).csv'","{""_seconds"":1765491929,""_nanoseconds"":499000000}"
4OdfFgR5zbRmK6UZbh7c,SKU-9564743151,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766087711,""_nanoseconds"":871000000}"
4Omt0bSvMHrLbt5jbdf9,3cab2925-3136-4d57-b76a-c4ba5e886594,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765747189,""_nanoseconds"":251000000}"
4QVPW8v2nCpTZeyRKTqt,4250056064101,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765358632,""_nanoseconds"":676000000}"
4QtshTpn5gF7FgM8je35,4067888237931,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 13:20:09","{""_seconds"":1765455283,""_nanoseconds"":432000000}"
4TEqAS84yIUkXP2BaeSt,SKU-5674295862,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338156,""_nanoseconds"":802000000}"
4TIKjaS3JcWuS0vTEbDf,9783417288889,85404,failed,"ENOENT: no such file or directory, open '/app/kaufland/category_tree_int_all_languages - 📕 category_tree_all_languages.csv'","{""_seconds"":1765479622,""_nanoseconds"":857000000}"
4TN0KCtI5Jd8062Pn4gv,9783785556740,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492096,""_nanoseconds"":693000000}"
4UA3T531NsHddiaeTnEC,YY-4RPW-M2TR,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:34:55","{""_seconds"":1765359079,""_nanoseconds"":617000000}"
4V4XifXcEcbhzk36zK1x,4710069708958,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765757334,""_nanoseconds"":491000000}"
4ZwMU3IIb3d7kMCnF7Rc,4030913982243,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 22:21:56","{""_seconds"":1765401332,""_nanoseconds"":72000000}"
4bG0If1eoDEGzCmrTkDI,8718309101547,85403,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492386,""_nanoseconds"":712000000}"
4cWiIQER0fvNwq4W3ppM,1400a930-65f8-4363-8402-af31839e4d42,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 13:20:09","{""_seconds"":1765455267,""_nanoseconds"":363000000}"
4frjzCmgVAWpRIYdeoAu,8718891015578,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492294,""_nanoseconds"":484000000}"
4kPBI2I3L7DmkYmKs5wx,8f973329-18be-4898-aef7-5359c6b0c136,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 02:02:15","{""_seconds"":1765414712,""_nanoseconds"":84000000}"
4mk4xoIwmukvV49gQR1n,1646142246381,85403,success,Successfully synced to BaseLinker,"{""_seconds"":1765737056,""_nanoseconds"":518000000}"
4nL9WhqZgwZ0XToztxQn,18c83b9d-eb7b-478b-a5de-388c2f9aa63c,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765754619,""_nanoseconds"":602000000}"
4qQbTIxcYcvGpe24ZFBB,9783965940628,85404,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 23:56:37","{""_seconds"":1765492392,""_nanoseconds"":793000000}"
4rkdDZaAwNnqdf5XplFY,18c83b9d-eb7b-478b-a5de-388c2f9aa63c,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765753925,""_nanoseconds"":680000000}"
4tYQRAwSyHN27Ay4whDF,SKU-1782951292,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338188,""_nanoseconds"":785000000}"
4w0mE51AOD3eOwMWypAt,22.30.241,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-11 02:02:15","{""_seconds"":1765414487,""_nanoseconds"":777000000}"
4xxrPmJuRRlK830LVNPK,3cab2925-3136-4d57-b76a-c4ba5e886594,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 22:21:56","{""_seconds"":1765401340,""_nanoseconds"":542000000}"
4zdmSFMdZ22jG5GeZuzi,SKU-5674295862,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766089277,""_nanoseconds"":853000000}"
513DprYyTgjieo9AYvzb,0197642799963,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:34:55","{""_seconds"":1765358704,""_nanoseconds"":272000000}"
51mFOxPsOYC0jKKfdOoV,4059625316207,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765913641,""_nanoseconds"":732000000}"
53AEbKIyiSVzOdoSdn5b,2060004998275,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765358595,""_nanoseconds"":872000000}"
53ji7h8wrBuQIfTtn3PX,SKU-4820097368,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766255395,""_nanoseconds"":605000000}"
56tXFN4hzNDZIzJXm4p8,4052138013946,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748245,""_nanoseconds"":757000000}"
574OLpSDAmvotWMU7yEx,9786158181617,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765759236,""_nanoseconds"":728000000}"
59qCJ8nC3OzYpiI0rqaO,4013556577120,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766258827,""_nanoseconds"":512000000}"
5AO1uirThrT5fInLKdnp,SKU-1483282001,78659,failed,BaseLinker request failed after retries,"{""_seconds"":1766156623,""_nanoseconds"":157000000}"
5ASRJPzhvVDcRR5YLvYW,9783845118116,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 22:21:56","{""_seconds"":1765401307,""_nanoseconds"":373000000}"
5Apks24VPfUMV1Oz9t5R,4067897661963,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755099,""_nanoseconds"":8000000}"
5Iv2PlHohiTaWPFdmJMR,SKU-0000524938,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766082051,""_nanoseconds"":702000000}"
5MSWABuquA4khFzR4qdd,4067904336044,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765754780,""_nanoseconds"":466000000}"
5PPMTPOqz8P802oQqbl3,56cdbf05-ce59-43c9-be15-6cc63c6dae93,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766229354,""_nanoseconds"":810000000}"
5ToBBTd6dV2IiAMiRnG8,4710069708088,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755387,""_nanoseconds"":820000000}"
5U41Jbe2B4EYvtN4u8WH,9014400293437,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765751583,""_nanoseconds"":326000000}"
5VmEinJgzsuAQiWvW9A3,SKU-1961998362,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766338766,""_nanoseconds"":532000000}"
5WtnCOPA1wpYY0TM4bJR,SKU-8249181407,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1766346515,""_nanoseconds"":545000000}"
5j717OEJvx1lYAVkpGRH,brandson-windmaschine-30cm-unknown-ean,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755992,""_nanoseconds"":667000000}"
5kBDM5S1N8ENEE4bj5kQ,4066755796946,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755097,""_nanoseconds"":917000000}"
5kBIIbEcs0AFYvA29ui3,1400a930-65f8-4363-8402-af31839e4d42,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765756938,""_nanoseconds"":334000000}"
5uPMnFzb6gb2BXaR9Opc,A11-LEQISMART,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765358590,""_nanoseconds"":516000000}"
5yElG7gv3GzDZNP6AaHH,4067983276613,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765748978,""_nanoseconds"":742000000}"
60QOYJVHIPgnK8nfPiwt,5054142498336,84529,success,Successfully synced to BaseLinker,"{""_seconds"":1765414255,""_nanoseconds"":533000000}"
63Z5dRKYHk05xGFy9ik3,4710069708088,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765749975,""_nanoseconds"":323000000}"
65SLGtsPj2SzxxJI7eCK,eafe8bc3-619c-41b9-9de5-05fb116e96e2,84529,failed,"ERROR_BLOCKED_TOKEN: Query limit exceeded, token blocked until 2025-12-10 10:48:39","{""_seconds"":1765359527,""_nanoseconds"":901000000}"
65d1VIRdcfRmwJyxgRip,9014400293437,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765759265,""_nanoseconds"":154000000}"
67jrPkTSZzM9XMzbc8cA,9014400281687,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755860,""_nanoseconds"":890000000}"
67rkjGQDemnTqJKqTHlK,6972200196132,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765044836,""_nanoseconds"":214000000}"
6DQsKKtzIN9uh9814A62,4550457733175,78659,success,Successfully synced to BaseLinker,"{""_seconds"":1765755094,""_nanoseconds"":151000000}"
