id,ean,productId,updated_at,baseProductId,sku
sku:407569,,beliani-side-table-28049-image-1,2025-12-11T00:51:42.412Z,449823903,407569
sku:4118229261,6931915757670,SKU-4118229261,2025-12-21T17:40:50.837Z,465097988,SKU-4118229261
sku:4264334297,5903771709217,2b55a51a-0d21-4136-9fa4-89ca66c74a72,2025-12-14T23:15:17.069Z,458453039,SKU-4264334297
sku:4304000683,4002541707024,SKU-4304000683,2025-12-21T17:28:52.666Z,458467756,SKU-4304000683
sku:4349960147,4000530650139,4000530650139,2025-12-14T17:21:45.121Z,458401529,SKU-4349960147
sku:4358173575,196852765508,SKU-4358173575,2025-12-21T17:30:19.625Z,465074749,SKU-4358173575
sku:4401248629,4009384458304,4009384458304,2025-12-21T19:47:32.604Z,465280625,SKU-4401248629
sku:4434702791,4895217904977,SKU-4434702791,2025-12-21T17:34:46.994Z,465085102,SKU-4434702791
sku:4488972962,4262448172770,SKU-4488972962,2025-12-21T17:42:05.511Z,465100094,SKU-4488972962
sku:4541378818,4915224685061,SKU-4541378818,2025-12-21T17:31:43.272Z,462181513,SKU-4541378818
sku:4561934561,,generic-lock-kunststoffkoffer,2025-12-10T09:23:19.630Z,449821605,SKU-4561934561
sku:4607569519,4064700023765,SKU-4607569519,2025-12-21T17:42:07.652Z,465100160,SKU-4607569519
