id,ean,productId,updated_at,baseProductId,sku
sku:4649569251,4250153617556,4250153617556,2025-12-21T19:42:24.858Z,465274650,SKU-4649569251
sku:4679981655,9014400105389,9014400105389,2025-12-15T00:44:50.112Z,458470427,SKU-4679981655
sku:4743695203,9783982023113,9783982023113,2025-12-14T22:52:35.640Z,458477177,SKU-4743695203
sku:4802639881,00155403040304,SKU-4802639881,2025-12-21T16:54:13.055Z,465027960,SKU-4802639881
sku:4820097368,4255700108594,SKU-4820097368,2025-12-21T03:48:49.714Z,449821480,SKU-4820097368
sku:4846525236,,SKU-4846525236,2025-12-21T17:34:45.905Z,465085060,SKU-4846525236
sku:4885995332,4063217299953,4063217299953,2025-12-21T17:46:51.949Z,465107989,SKU-4885995332
sku:4949389854,4270004188707,SKU-4949389854,2025-12-21T17:27:53.027Z,465069064,SKU-4949389854
sku:5037405516,4251887649042,SKU-5037405516,2025-12-21T17:44:12.882Z,462237006,SKU-5037405516
sku:5091393302,8718891115599,09158136-7837-4a23-90d6-1543b48ce027,2025-12-14T23:23:37.966Z,458453027,SKU-5091393302
sku:5320447988,9014400281687,9014400281687,2025-12-15T00:44:51.368Z,458470428,SKU-5320447988
sku:5392843955,9002592400207,SKU-5392843955,2025-12-21T17:35:48.458Z,462239023,SKU-5392843955
sku:5410787453,4013556577007,4013556577007,2025-12-21T03:48:45.970Z,464298782,SKU-5410787453
sku:5427858806,0042406863353,SKU-5427858806,2025-12-21T17:31:44.325Z,462239147,SKU-5427858806
sku:5462953053,,IPOZON-TRAMP-SCOOTER-MAX,2025-12-15T00:45:02.983Z,449824939,SKU-5462953053
sku:5582443660,9786158181617,9786158181617,2025-12-15T00:40:36.655Z,458516641,SKU-5582443660
sku:5598085433,8806090396038,SKU-5598085433,2025-12-21T17:32:51.620Z,462242170,SKU-5598085433
sku:5633394973,4011739058220,alpinefun-holzschlitten,2025-12-14T23:44:47.864Z,449823462,SKU-5633394973
sku:5638382329,9783462005134,a99a4149-8b94-4560-91be-df6545d1a5ef,2025-12-15T00:47:12.913Z,458518756,SKU-5638382329
sku:5658638116,9014400105341,9014400105341,2025-12-15T00:44:49.490Z,458470425,SKU-5658638116
sku:5674295862,,SKU-5674295862,2025-12-21T17:29:16.699Z,462245701,SKU-5674295862
sku:5701110636,4242003870525,SKU-5701110636,2025-12-21T17:44:16.354Z,465103746,SKU-5701110636
sku:5780092798,4033592047524,SKU-5780092798,2025-12-21T17:44:12.797Z,462237005,SKU-5780092798
sku:5795572847,,449823557,2025-12-14T23:42:33.467Z,449823557,SKU-5795572847
sku:5799111421,8720707001286,8720707001286,2025-12-15T00:35:27.912Z,449822177,SKU-5799111421
sku:5814356347,3168430357914,SKU-5814356347,2025-12-18T20:39:48.340Z,462239039,SKU-5814356347
sku:5842899450,4251307247216,SKU-5842899450,2025-12-21T17:30:40.562Z,462241974,SKU-5842899450
sku:5869700759,4711377100953,4711377100953,2025-12-14T23:38:18.012Z,458461774,SKU-5869700759
sku:5928571392,4013556592796,4013556592796,2025-12-21T17:39:25.950Z,464298810,SKU-5928571392
sku:5943400007,9014400193201,SKU-5943400007,2025-12-16T23:03:42.006Z,458515696,SKU-5943400007
sku:5946216503,06971763600575,6971763600575,2025-12-16T23:06:54.280Z,459968749,SKU-5946216503
sku:5978798764,4006387029807,4006387029807,2025-12-21T17:46:52.233Z,465107999,SKU-5978798764
sku:6068074259,4047059413104,4047059413104,2025-12-21T19:40:15.632Z,465272155,SKU-6068074259
sku:6099130668,4960999628639,18c83b9d-eb7b-478b-a5de-388c2f9aa63c,2025-12-14T23:23:39.532Z,458453032,SKU-6099130668
sku:6315915149,9014400001384,9014400001384,2025-12-15T00:44:46.693Z,458470397,SKU-6315915149
sku:6346907299,6974100521360,SKU-6346907299,2025-12-21T17:32:04.425Z,462245531,SKU-6346907299
sku:6369067650,8710103997177,SKU-6369067650,2025-12-21T17:44:00.330Z,465103281,SKU-6369067650
sku:6427883146,8720648699382,YY-4RPW-M2TR,2025-12-14T23:47:52.858Z,458497701,SKU-6427883146
sku:6558668236,4251897512916,4251897512916,2025-12-14T23:32:35.576Z,449821521,SKU-6558668236
sku:6603765179,4260012351552,4260012351552,2025-12-10T09:23:13.286Z,449822072,SKU-6603765179
sku:6965414859,9014400293437,9014400293437,2025-12-15T00:44:52.037Z,458470429,SKU-6965414859
sku:7209250640,4013236393873,SKU-7209250640,2025-12-21T19:48:36.858Z,465281863,SKU-7209250640
sku:7245071607,4050297119295,SKU-7245071607,2025-12-21T17:44:01.418Z,465103318,SKU-7245071607
sku:7350795017,4061474124438,SKU-7350795017,2025-12-21T17:44:01.673Z,465103326,SKU-7350795017
sku:7473377331,0840006667636,SKU-7473377331,2025-12-21T01:41:57.251Z,464488486,SKU-7473377331
sku:7476728171,4270003189819,gusskoenig-gk-002,2025-12-02T23:41:53.319Z,449826442,SKU-7476728171
sku:7700165856,4013556577120,4013556577120,2025-12-21T17:12:22.051Z,464298807,SKU-7700165856
sku:7721659409,613192999,B0CKPF47RG,2025-12-14T22:54:12.939Z,458477722,SKU-7721659409
sku:7892887285,4549292136302,SKU-7892887285,2025-12-17T02:01:37.726Z,458519090,SKU-7892887285
sku:7926913408,0313030022097,1400a930-65f8-4363-8402-af31839e4d42,2025-12-15T00:02:18.232Z,458453028,SKU-7926913408
sku:7948301538,8718891015578,8718891015578,2025-12-14T23:43:24.330Z,458469804,SKU-7948301538
sku:7998641824,,2d04e11c-2c30-40e4-958d-b0ec03de0da5,2025-12-15T00:29:09.572Z,458512998,SKU-7998641824
sku:8035511646,9002592484122,0002592484122,2025-12-14T23:23:36.382Z,458452983,SKU-8035511646
sku:8036579486,9132580602006,9132580602006,2025-12-21T19:47:32.559Z,465280624,SKU-8036579486
sku:8112287411,8445110446065,SKU-8112287411,2025-12-16T23:34:58.138Z,458468605,SKU-8112287411
sku:8151275535,,FUVSHU-BT-Y02,2025-12-15T00:43:56.984Z,449824580,SKU-8151275535
sku:8203474346,0633585070122,b9682eb9-a9aa-415e-898f-7b9bf915e42f,2025-12-21T18:56:39.795Z,465217822,SKU-8203474346
sku:8236064906,4003773087571,SKU-8236064906,2025-12-21T17:45:19.076Z,465105467,SKU-8236064906
sku:8249181407,7760105020849,SKU-8249181407,2025-12-21T19:48:35.467Z,462182183,SKU-8249181407
sku:8367978772,1001551550102,SKU-8367978772,2025-12-21T19:49:41.193Z,465283094,SKU-8367978772
sku:8380347833,4099983384487,SKU-8380347833,2025-12-17T00:33:10.560Z,458456918,SKU-8380347833
sku:8382768165,4069092282370,4069092282370,2025-12-21T19:41:20.375Z,465273421,SKU-8382768165
sku:8404970287,5900811829102,5900811829102,2025-12-21T19:43:29.637Z,465275951,SKU-8404970287
sku:8483173682,9783956195242,9783956193242,2025-12-15T00:38:46.524Z,458516052,SKU-8483173682
sku:8605082485,,AquaMarina-Breeze-300x76-unknown-GTIN,2025-12-15T00:41:47.526Z,449824370,SKU-8605082485
sku:8689351772,753759223137,SKU-8689351772,2025-12-16T23:23:39.517Z,458496970,SKU-8689351772
sku:8747609895,5900495862228,5900495862228,2025-12-15T00:02:19.871Z,449824232,SKU-8747609895
sku:8835594725,5060826162363,SKU-8835594725,2025-12-16T23:52:05.363Z,458464475,SKU-8835594725
sku:8843412443,4053757472206,SKU-8843412443,2025-12-21T17:45:11.714Z,465105281,SKU-8843412443
sku:9035689627,9014400124540,9014400124540,2025-12-15T00:44:50.745Z,458515360,SKU-9035689627
sku:9041995991,6922738000364,6922738000364,2025-12-21T21:52:18.250Z,464302815,SKU-9041995991
sku:9132277490,8719076052258,8719076052258,2025-12-21T19:45:39.192Z,465278485,SKU-9132277490
sku:9289261489,9783785556740,9783785556740,2025-12-14T23:46:08.796Z,458474714,SKU-9289261489
sku:9317337160,,SKU-9317337160,2025-12-21T19:49:40.040Z,465283074,SKU-9317337160
sku:9335260557,4003318551383,SKU-9335260557,2025-12-21T17:34:49.681Z,465085198,SKU-9335260557
sku:9431798499,0195161166969,726121ea-fdad-41e5-859d-0e9e1b9c50b1,2025-12-14T23:42:29.111Z,458468043,SKU-9431798499
sku:9436640030,4099685332441,SKU-9436640030,2025-12-22T15:48:38.233Z,458974981,SKU-9436640030
sku:9454243198,9014400035983,9014400035983,2025-12-15T00:44:47.320Z,458470408,SKU-9454243198
sku:9458628509,6956079723620,6956079723620,2025-12-02T23:04:12.481Z,449816034,SKU-9458628509
sku:9552245537,9014400100650,f5b8eda0-9388-4c2b-91b7-dd605a0e511e,2025-12-15T00:44:52.791Z,458494137,SKU-9552245537
sku:9564743151,9003034391442,SKU-9564743151,2025-12-21T17:45:12.232Z,465105299,SKU-9564743151
sku:9603350817,,X001M7MEXJ,2025-12-15T00:46:07.941Z,449821382,SKU-9603350817
sku:9627368343,4007386251480,4007386251480,2025-12-14T23:24:38.866Z,449821110,SKU-9627368343
sku:9671499764,5713917008889,SKU-9671499764,2025-12-21T17:48:20.995Z,449823978,SKU-9671499764
sku:9787450821,4057993570030,4057993570030,2025-12-14T23:29:51.675Z,449821953,SKU-9787450821
sku:9820031170,,unknown-931,2025-12-10T09:23:16.098Z,449824067,SKU-9820031170
sku:9834509499,3700703935148,449821560,2025-12-15T00:31:14.917Z,449821560,SKU-9834509499
sku:9876441475,9783845118116,9783845118116,2025-12-14T23:42:11.678Z,458475940,SKU-9876441475
sku:9885764249,4023103244009,4023103244009,2025-12-21T19:40:15.728Z,465272159,SKU-9885764249
sku:9905416565,7290006780805,7290006780805,2025-12-21T19:44:34.415Z,465277230,SKU-9905416565
sku:9912977908,00386270002273,SKU-9912977908,2025-12-21T17:41:09.039Z,465098523,SKU-9912977908
sku:9968230318,,SKU-9968230318,2025-12-21T19:49:40.520Z,465283082,SKU-9968230318
sku:9979752242,4251249417357,SKU-9979752242,2025-12-21T19:50:45.126Z,465284299,SKU-9979752242
sku:9988960743,8445866051810,SKU-9988960743,2025-12-17T09:50:48.135Z,458468907,SKU-9988960743
sku:sts-gs-003,,7e83322c-3ad7-4210-bcfb-8069ae09aa03,2025-12-10T09:23:51.874Z,455326095,STS-GS-003
