id;auftrag_id;carrier;tracking;status;erstellt_am
jAPqjnDZtYsfjA3KjIUD;31685081;dpd;01596819520056;Delivered;2026-03-10T01:04:02.900Z
jDpcvzGb6kOzxOQ84TTT;ebay__04-14789-86216;dpd;01596815960304;Delivered;2026-06-17T08:01:06.616Z
jGa3U7sO5Y2vIGb5NzJh;ebay__16-14420-74313;dhl_de;00340434887954500592;Delivered;2026-03-30T10:45:24.316Z
jGmYOskZJmQEPLcqI6Tb;30110060;dpd;01596818284816;Delivered;2026-03-10T01:06:04.810Z
jHjdVjsyJHGnN8SB6FTD;ebay__04-14462-28169;dpd;01596811935101;ausstehend;2026-04-04T13:19:01.882Z
jLR3zQasIXqH8YjpcXNZ;SXLlb90dFmyvkItA0NzQ;DHL;00340434887954500400;ausstehend;2026-03-17T15:53:22.952Z
jM4bMsGkI7u6hdaKmOxX;ebay__19-14593-52565;dhl_de;00340433917162400283;Delivered;2026-05-08T13:22:29.836Z
jVOTxn9PbzpZJZNENLQP;32445728;dpd;01596819962325;Delivered;2026-03-10T01:03:37.785Z
jbJcmkNcyuxxrkzDa6WM;31616041;dpd;01596819461817;Delivered;2026-03-10T01:04:12.830Z
jc20xyPdL4EVoVahZK4t;kaufland__ME8WW55;dhl_de;00340433917162400153;Delivered;2026-04-27T10:41:59.880Z
jfoeh5bd3Gn6Fp0LWvpy;29843150;dpd;01596818078646;Delivered;2026-03-10T01:06:26.807Z
jhLsAE18S05HHqbBNP3n;ebay__26-14434-87001;DPD;;problem;2026-04-05T15:03:22.521Z
jkeI5l2O3XHm1OKPU6sM;kaufland__MKW69C5;DP;;cancelled;2026-05-11T12:03:06.070Z
jmsRGYKuFNVivt8gEuNJ;kaufland__MPYQGU5;dhl_de;00340434887954500981;Delivered;2026-06-03T15:08:14.528Z
jygOhuzbsCEFzpH01NKE;31164440;dpd;;Announcement failed;2026-03-10T01:04:40.321Z
k1g730PPnPvqMTekUCVV;kaufland__M838TE5;dpd;01596815719137;Delivered;2026-06-12T09:09:47.990Z
k52k21HjvXZRFGnDcCxI;30895298;dpd;01596818857219;Delivered;2026-03-10T01:05:03.336Z
k5atfIYifecovssJ1lt7;ebay__01-14679-06471;dpd;01596814586726;Delivered;2026-05-21T16:12:15.531Z
k61VqFTfJ7dPZfvvUqyN;30461100;dpd;01596818533822;Delivered;2026-03-10T01:05:41.672Z
k9PJs3Qzju5Y3ichYjjd;ebay__13-14492-98955;dpd;01596812388874;Delivered;2026-04-13T13:00:10.768Z
kCZSGDqjan5IyuMBXYxg;ebay__27-14466-89155;DHL;;problem;2026-04-13T17:55:50.941Z
kZD3SgOcaEIusKU0zbQX;ebay__06-14584-96994;dpd;01596813453679;Delivered;2026-05-03T09:27:47.163Z
kdMJkeoHy2XLseL2LD5f;ebay__24-14751-45153;dhl_de;00340434887954501018;Delivered;2026-06-12T08:54:49.567Z
kf24vRYpQXIBJHsoC1Ij;30129667;dpd;01596818336293;Delivered;2026-03-10T01:06:04.140Z
kmOHskOeegS6NEwSgy9b;ebay__04-14702-55792;dhl_de;00340434887954500905;Delivered;2026-05-28T09:31:18.675Z
kquF4oYSjFbYKb6T3xun;ebay__13-14639-60918;dp;A0062B01C50000000913;Delivered;2026-05-16T14:45:38.663Z
krDfNUY8EvFWeWiOYbtq;ebay__03-14510-46533;dpd;01596812537064;Delivered;2026-04-15T10:10:28.146Z
ks4Q1qjoa5e5D6hWZgm4;ebay__01-14746-25132;dp;A0062B01C50000000B95;Delivered;2026-06-05T11:48:12.548Z
ks8YtBY57iy3xDzrEmro;ebay__20-14511-26614;dpd;01596812811759;Delivered;2026-04-20T17:28:45.755Z
l1FZDEcDhUJF5YzxUCzh;ebay__21-14738-36345;dpd;01596815719794;Delivered;2026-06-12T09:14:06.427Z
l1X7zhSnqWlv6Zuxk3jj;30838408;dpd;01596818843226;Delivered;2026-03-10T01:05:26.594Z
l2cR7ARwhxIecMMYBmcc;30834109;dpd;01596818851534;Delivered;2026-03-10T01:05:04.750Z
l4a8hX3rnlayIfrOpHif;ebay__01-14483-69351;dp;A0062B01C500000000C3;Delivered;2026-04-07T12:35:44.676Z
l8yO7G2WNzgl75kTJW8b;31164440;dpd;;Announcement failed;2026-03-10T01:04:38.272Z
l9O8SrQ6ol9CKBkyVmtL;Q4GuOCVu1TEWmxxTLolK;dhl;00340434887954500479;problem;2026-03-18T12:24:43.374Z
lF04dtAOi5EqxY1PRgCU;30846001;dpd;01596818842011;Delivered;2026-03-10T01:05:27.077Z
lHs3tKCg5Zcn0XpRXuEs;ebay__12-14539-71524;dpd;01596813024504;Delivered;2026-04-23T12:09:25.515Z
lQubbcWiDs6XNI8SCQ34;ebay__16-14525-45108;dp;A0062B01C500000001D5;Delivered;2026-04-21T17:07:28.542Z
lgTl0B8WAuzp8asTPwP4;30387813;dpd;01596818458737;Delivered;2026-03-10T01:05:41.835Z
lgxvj3r23rkU57CXFDDn;o3nkUxSp4plBEszaH2A6;dhl_de;;problem;2026-03-18T11:39:23.095Z
liHH46wYKApvAmJG1hMU;30679818;dpd;01596818732004;Delivered;2026-03-10T01:05:37.169Z
lk6ddXPoGHsqW8Da3iEB;ebay__11-14545-40776;dhl_de;00340433917162400160;Delivered;2026-04-27T11:02:55.668Z
lsYp0kacZt60M1eyqHGE;kaufland__MT64R55;dp;A0062B01C5000000029B;Delivered;2026-04-27T09:46:15.629Z
lwkOYQiyZ2cxZ0i8JgPJ;ebay__13-14730-41460;dpd;01596815597650;Delivered;2026-06-10T10:44:08.262Z
lyhvFbzAGy9V1txaNlS1;ebay__03-14592-67545;dpd;01596813452404;Delivered;2026-05-03T07:38:32.143Z
m4GB1XCVKzryVyqCoBDl;ebay__27-14471-97377;dhl;354477736859;cancelled;2026-04-13T17:08:52.247Z
m7YwvtfzeHSmy4VxtSPZ;ebay__23-14589-09308;dp;A0062B01C500000007D1;Delivered;2026-05-08T12:27:17.188Z
m7rQxIZepkamuMjW5PRK;30712029;dpd;01596818753318;Delivered;2026-03-10T01:05:36.695Z
m8xUtWngbbGas9wUteFl;ebay__16-14525-45108;dp;;cancelled;2026-04-21T14:20:18.828Z
m9UXjiWgEHPtjVh1ioDx;ebay__17-14775-51916;dhl_de;00340434887954501070;Delivered;2026-06-22T07:47:18.361Z
mDk04QPxP9vt61fWLHGw;ebay__27-14471-97377;DPD;;problem;2026-04-15T10:18:17.981Z
mVQRuTZ9qKxRJF7Oxhx8;ebay__26-14434-87001;DPD;;problem;2026-04-05T15:03:22.161Z
mgotUjpYnIaahWdSGcB4;kaufland__M5RCAC5;dp;A0062B01C50000000900;Delivered;2026-05-15T12:38:50.860Z
mhr0ut0XiO0qIkXk4fkO;30931320;dpd;01596818901595;Delivered;2026-03-10T01:05:03.149Z
mhtYgLszf3HSjtU9NeJb;kaufland__M3QA3C5;dp;A0062B01C500000007E2;Delivered;2026-05-08T12:28:44.995Z
ms5dQn7f2TlqH5ujwrNI;30217083;dpd;01596818348500;Delivered;2026-03-10T01:06:04.049Z
mxsPZUDH8Fs6PecF1yt2;ebay__27-14443-57154;dpd;01596812023443;Delivered;2026-04-07T09:13:33.460Z
n925MsjGzlBYEDtJpkEB;30497833;dpd;01596818593392;Delivered;2026-03-10T01:05:41.391Z
nDld0pNroIZo1Vih5KCO;31040888;dpd;01596819009714;Delivered;2026-03-10T01:04:42.654Z
nIui8DPqh9dTqMj95ac6;31373176;dpd;01596819243572;Delivered;2026-03-10T01:04:28.181Z
nOPAUXKJSsxaOLR7fJhu;kaufland__MQC99T5;dpd;01596814497675;Delivered;2026-05-20T11:08:58.393Z
nQo3ebUefoHRqzwWiev4;31670499;dpd;01596819519742;Delivered;2026-03-10T01:04:03.151Z
nUNuksTa8dLL3fzxSa8L;kaufland__MQHALU5;dp;A0062B01C50000000B0D;Delivered;2026-06-03T14:27:54.185Z
nZ6eHQXj0gpAAvPP6KxW;31861684;dhl_de;00340434887954500066;Delivered;2026-03-10T01:04:01.962Z
nf9g8zyT22FT1j2TkF3U;ebay__05-14668-32204;DPD;;cancelled;2026-05-20T11:24:45.155Z
niLWYoOtgqndvS8HKfKJ;ebay__07-14547-38946;dpd;01596813025826;Delivered;2026-04-23T12:27:24.088Z
nn2dBpo8JMGefSGgNqDd;ebay__06-14558-23923;dhl_de;00340433917162400139;ausstehend;2026-04-27T10:40:02.436Z
npcimfI0ozOw5dX7NUVj;ebay__05-14722-60997;dpd;01596815185389;Delivered;2026-06-02T14:23:37.753Z
nsna26JmnQ3lkGTQ4Tcr;31554078;dpd;01596819387082;Delivered;2026-03-10T01:04:25.686Z
ntoRN4TQz0XQINYEO04E;30543524;dpd;01596818667195;Delivered;2026-03-10T01:05:40.357Z
o79NdX5EncAcNpvEn1Ew;kaufland__MT8YZB5;dp;A0062B01C50000000723;Delivered;2026-05-06T12:50:05.536Z
oAdkSNsRq3dKTSy4yrxI;ebay__09-14648-05905;dp;A0062B01C5000000094C;Delivered;2026-05-18T11:30:58.727Z
oAu7nCXQnVRnPg5Y10ri;ebay__11-14555-86349;dp;A0062B01C500000003A7;Delivered;2026-04-27T10:25:45.256Z
oBv2FefUmv3jcy0h8xsz;ebay__10-14627-24215;dpd;01596814091345;Delivered;2026-05-12T14:30:20.640Z
oDcERGufoSeEYCwwXXRp;33779393;DPD;01596811010247;ausstehend;2026-03-18T15:39:14.953Z
oU8IME5eNGphNUI2BVkp;ebay__15-14560-89746;dp;A0062B01C5000000046D;Delivered;2026-04-29T09:43:19.482Z
oZICdHxyj5RIXJculNTW;kaufland__MSRTGB5;dp;A0062B01C500000005FA;Delivered;2026-05-03T09:54:20.244Z
oavFSWEynylqXiUZlOzh;33128946;dpd;01596810533049;Ready to send;2026-03-10T15:36:58.774Z
okKINwRyOUWB6hLGu8f0;ebay__02-14595-36651;dpd;01596813453881;Delivered;2026-05-03T09:43:11.540Z
olp39C3whdMaWMp6h4TV;ebay__26-14688-58639;dpd;01596815183515;Delivered;2026-06-02T13:40:28.233Z
omD7j6bEy8k3dzq75En4;kaufland__MSQ1GU5;dpd;01596815257556;Delivered;2026-06-03T14:38:17.120Z
onLjL5EF4tpmR32UppAS;ebay__11-14555-86349;dp;A0062B01C50000000394;ausstehend;2026-04-27T10:25:45.020Z
opO7lIJJPF7VTUeFqCFf;ebay__23-14736-17494;dpd;01596815713334;Delivered;2026-06-12T08:27:42.291Z
orsFJIZQrqphddUXqxDV;ebay__18-14779-02139;DP;;problem;2026-06-22T07:22:37.486Z
oyoaV3Yq0ndfd9nXImdE;ebay__02-14599-60926;dpd;01596813546403;Delivered;2026-05-04T10:31:46.829Z
p9i5K4acOmXgBid5JVcd;30987527;dpd;01596818940316;Delivered;2026-03-10T01:05:02.059Z
pAoACfQSY0G1Bo6Ym4Wq;30177192;dpd;01596818348779;Delivered;2026-03-10T01:06:03.669Z
pCtjL5fM6guklFXV6q5F;ebay__09-14587-71396;dpd;01596813457972;Delivered;2026-05-03T12:55:29.248Z
pMPJRHu1MY2Ws1FVtOad;ebay__20-14733-27917;dpd;01596815684637;Delivered;2026-06-11T15:33:31.984Z
pP7lC8fgTi9ol9aGW3nt;ebay__07-14742-95305;dpd;01596815440227;ausstehend;2026-06-08T10:56:46.410Z
pUTdsbqEjtsv1tIF90zP;30638298;dpd;01596818728585;Delivered;2026-03-10T01:05:38.733Z
pbfyv8mkqMbzPzdcraQ2;30724228;dpd;01596818753394;Delivered;2026-03-10T01:05:36.469Z
pdIdYVROJzFsy1FBcH1z;30815375;dpd;01596818843283;Delivered;2026-03-10T01:05:26.355Z
pfXUYcci3Ks0u6yhIMjL;kaufland__M3UEDC5;dp;A0062B01C5000000081C;Delivered;2026-05-08T12:49:56.368Z
pmhBZXtWTYq7NzJJc580;ebay__26-14434-87001;DPD;;problem;2026-04-05T15:03:22.559Z
pohCFvgrHuIfuVxiMYu4;ebay__26-14434-87001;DPD;;problem;2026-04-05T15:03:22.327Z
pp9b9Hl9rqVjUoxM4S9w;30734487;dpd;01596818753965;Delivered;2026-03-10T01:05:28.255Z
ppK3jZ94wiPk5L8G9xr7;ebay__12-14628-32108;dp;A0062B01C500000008E8;Delivered;2026-05-15T12:19:56.524Z
pyGDPKUvx1jbQx4nywar;31232193;dpd;09447010153245;Delivered;2026-03-10T01:04:37.010Z
pymKfPXp6vaO6CX8A2I6;ebay__05-14668-32204;dhl_de;00340433917162400375;ausstehend;2026-05-20T11:36:29.690Z
pzQW5FxlcTuTdB6jxKBV;kaufland__M8E5ZB5;dhl_de;00340434887954500820;Delivered;2026-05-06T13:34:48.251Z
q6w5Lh5OKR6mXRjMPykM;33201260;dpd;01596810601394;Ready to send;2026-03-11T13:25:20.881Z
qMe80emVFBEwa5R8zJFr;ebay__02-14426-24251;dhl_de;00340434887954500516;Delivered;2026-03-26T10:44:58.512Z
qQqCICnVbxVFNnO1jzE2;ebay__22-14709-86770;DPD;;cancelled;2026-06-05T11:55:37.901Z
qWhaEkuC0Et8S2ONK94z;30278866;dpd;01596818449917;Delivered;2026-03-10T01:05:42.481Z
qbQ7pLK7BE7OvF2iiQkF;30799662;dpd;01596818847277;Delivered;2026-03-10T01:05:25.670Z
qeHQeNaxZ29s3XPfLwwL;ebay__10-14782-24021;dhl_de;00340434887954501049;Delivered;2026-06-18T11:36:48.751Z
qgrH1XGV9J47fTo7Vsfo;30298788;dpd;01596818448105;Parcel en route;2026-03-10T01:05:42.684Z
qjiraEqapHpil5YDv1Z8;ebay__09-14728-04553;dpd;01596815334689;Delivered;2026-06-05T11:38:55.316Z
qmJA0KYOs0NfTNp1A9wW;ebay__25-14698-69691;dp;A0062B01C50000000B67;Delivered;2026-06-05T11:25:09.536Z
qnOrGGByUpAPR0r0fZwf;31157836;dpd;01596819148205;Delivered;2026-03-10T01:04:40.950Z
quFCNaPYLgAk4HaC9qNJ;kaufland__MWQZ5T5;dpd;01596814586294;Delivered;2026-05-21T15:50:46.119Z
qunq0qwDIDSsMWvp8HdF;ebay__10-14531-44849;dpd;01596812886087;Delivered;2026-04-21T13:52:04.923Z
qxPEhdzmvhjo8SBhvdQn;kaufland__MXWSG55;dp;A0062B01C50000000225;Delivered;2026-04-23T12:58:35.299Z
qyor8KhE2HTtWkmcJ4iB;ebay__27-14471-97377;DPD;;problem;2026-04-13T16:44:45.374Z
qzxhpkZc7HnyKfpdrqpm;29796450;dpd;01596818078808;Delivered;2026-03-10T01:06:26.639Z
r9sSRlhmWH4yfNPEOuxm;32849776;dhl_de;00340434887954500295;Delivery method changed;2026-03-10T01:03:27.758Z
rAEv3mao3DQpaXyfcWUz;32034597;dpd;01596819787150;Delivered;2026-03-10T01:03:41.900Z
rBZv62JFc0Lsd4WsVaqy;31118939;dpd;01596819148313;Delivered;2026-03-10T01:04:40.556Z
rDhxeE1APSp42adnZk8C;29735277;dpd;01596818079798;Delivered;2026-03-10T01:06:26.332Z
rLge8KeLWh7SFOzraZ96;31457708;dpd;01596819311741;Delivered;2026-03-10T01:04:26.319Z
rM7VAsR5UQRRzcr1fmHC;ebay__17-14762-81093;dhl_de;00340433917162400474;Delivered;2026-06-16T11:30:26.235Z
rPybSN1YHUmu6keeVX2j;30735500;dpd;01596818753490;Delivered;2026-03-10T01:05:36.142Z
rT7W4lLcRsedkuIe9qKX;ebay__04-14561-60720;dp;A0062B01C500000002BD;ausstehend;2026-04-27T09:56:07.921Z
rU75tZzn4vkv89vfF9Im;ebay__15-14438-94835;dpd;01596811901405;Delivered;2026-04-02T10:08:06.139Z
reNeGhAJ2z7qcrWmKrv5;31084873;dpd;01596819009776;Delivered;2026-03-10T01:04:42.555Z
rf6CeDRfMalD5huy45vp;31373176;dpd;;Announcement failed;2026-03-10T01:04:28.258Z
rfzVzateFKbegYqccqoR;31486845;dpd;01596819308068;Delivered;2026-03-10T01:04:26.865Z
rjJ9MDH48t1YPYjIRJAm;kaufland__MZHE6U5;dpd;01596815185811;Delivered;2026-06-02T14:35:45.367Z
rmiIBadWan4L1KNWW8jc;kaufland__MTX49U5;dhl_de;00340434887954500912;Delivered;2026-05-31T12:32:55.054Z
rsEJl9SktGY0k9REWZDq;33014938;dhl_de;00340434887954500288;Ready to send;2026-03-10T01:03:27.909Z
rywtgWlk8lVJyp0agIvK;ebay__10-14742-34609;dpd;01596815437672;Delivered;2026-06-08T10:38:16.999Z
rzCjt9xKQKGyOiOulrRI;ebay__15-14438-94835;DPD;;problem;2026-04-02T10:06:05.951Z
s28vIgpiG8pxlxyjeRk3;ebay__27-14726-51830;dp;A0062B01C50000000C11;Delivered;2026-06-12T08:39:29.006Z
s2NNRe8UO5Sqrp8LAQ5p;30085036;dpd;01596818284343;Delivered;2026-03-10T01:06:05.032Z
s4dwehCRQlhzXO8hCBjP;ebay__12-14509-07845;dpd;01596812691741;Delivered;2026-04-17T13:34:32.339Z
sB16LQfYhOl205QzcuJ8;ebay__01-14727-73676;dpd;01596815095579;Delivered;2026-06-01T11:49:18.363Z
sB2Woxs520z3ILMkI5lu;ebay__11-14442-22145;dhl_de;00340434887954500639;Delivered;2026-04-01T14:35:18.272Z
sEWsHvR5hQm1xbd5BWZR;ebay__04-14596-97779;DPD;;problem;2026-05-04T10:02:31.435Z
sGBJBPS4xGb6DUIYVJlq;31660712;dpd;01596819464239;Delivered;2026-03-10T01:04:08.832Z
sNtEc8J1cK3MnzSithjF;29783933;dpd;01596818081128;Delivered;2026-03-10T01:06:25.836Z
sTGWUmiPCJuyIQt4vBxu;ebay__04-14496-66323;dp;A0062B01C500000000FC;ausstehend;2026-04-11T11:53:37.374Z
sV2L0wIABmUpfuzt4JHR;ebay__13-14686-13071;DHL;;cancelled;2026-05-27T13:31:49.368Z
sX6g9F0Lf84tiJyW5qnh;kaufland__MZAGTP5;dhl_de;00340434887954500493;Delivered;2026-03-24T12:15:49.263Z
sZTffYA3VlphQcn4giSn;32024923;dhl_de;00340433917162400030;Delivered;2026-03-10T01:03:40.894Z
sarT1DRIRou1lLEG282L;ebay__17-14689-20536;dpd;01596815007072;Delivered;2026-05-31T12:28:46.523Z
sj7WyFb1BangukoAylc2;ebay__27-14767-19403;dhl;00340434887954501087;ausstehend;2026-06-22T09:19:58.073Z
sjhGXzR76d9w4m0RQsVY;ebay__22-14709-86770;dpd;01596815335489;Delivered;2026-06-05T11:56:50.306Z
soXNeZBbbIF9xlSs1IQG;ebay__01-14724-20809;DP;;problem;2026-06-01T12:05:42.989Z
sxI6JuGC8Gjtj0HXTGuH;o3nkUxSp4plBEszaH2A6;dhl_de;;problem;2026-03-18T12:04:26.835Z
t12asEDWSQqmru3Trcvd;30988943;dpd;01596818940282;Delivered;2026-03-10T01:05:02.180Z
t1Gen0HZqx79AfuUM237;30278866;dpd;01596819012817;Ready to send;2026-03-10T01:04:42.292Z
t2RfaNCevgXp0ToMCx4w;ebay__18-14593-70217;dp;A0062B01C500000007C8;Delivered;2026-05-08T12:22:58.226Z
t6Xxdzn7DEf4Wy6ZYwfp;ebay__14-14602-49030;dp;A0062B01C50000000850;Delivered;2026-05-08T13:11:00.357Z
t9eIcz6bQ8AEWRkmGpya;ebay__25-14717-18523;dpd;01596815439151;Delivered;2026-06-08T10:48:01.516Z
tBXMebR5CXrFPmAv1G11;ebay__09-14699-32409;dpd;01596815008080;Delivered;2026-05-31T13:26:15.337Z
tC8hnfyOfYu9RI5cljAi;kaufland__MCE8EB5;dp;A0062B01C5000000053D;Delivered;2026-05-03T08:49:00.685Z
tCvypPW8dKGHzLJHoCT3;ebay__25-14567-71492;DPD;;problem;2026-05-04T09:47:11.863Z
tFvvFeKw1X1bSzJKNTRf;ebay__27-14466-89155;DHL;;problem;2026-04-13T14:36:12.409Z
tM67ksaxKuHTQT5neeQd;ebay__11-14620-25368;dpd;01596813995776;Delivered;2026-05-11T12:13:03.995Z
tR1ide1MSU1iiVloVYVI;31483115;dpd;01596819308520;Delivered;2026-03-10T01:04:26.764Z
tRQDSV3USJlBqH87zeWa;31164469;dhl_de;00340434757822957646;Delivered;2026-03-10T01:04:41.483Z
tTegaYW0Wf8MykZgJtnH;ebay__20-14627-26710;dpd;01596814238829;Delivered;2026-05-16T15:12:58.207Z
tUDe8UlFDOiGoQS0ByUK;31242240;dpd;01596819151092;Delivered;2026-03-10T01:04:36.709Z
tW7KyS4zQHRBMq2nZABJ;30712542;dpd;01596818753290;Delivered;2026-03-10T01:05:36.809Z
tWAeoXKFtWwrnIB7tMY7;ebay__27-14752-25321;dpd;01596815959688;Delivered;2026-06-17T07:56:45.735Z
tZWvIacLWOiIXvaDnKpX;kaufland__MRSLS55;dp;A0062B01C50000000288;Delivered;2026-04-23T13:05:44.333Z
tag9t2SuYbY6f7fzzG3W;29594135;dpd;01596817917315;Delivered;2026-03-10T01:06:34.931Z
thTnUSMC09Uz0mHW3r9c;ebay__14-14645-68317;dp;A0062B01C50000000935;Delivered;2026-05-18T11:29:33.758Z
tlbclNJmBLuTjrM9jVKV;kaufland__M44FEU5;dhl_de;00340434887954500943;Delivered;2026-06-01T11:39:20.873Z
ttUYlJTvUfoXDKKcTIsQ;30639608;dpd;01596818728901;Delivered;2026-03-10T01:05:38.100Z
u1ORuDAAwfGcppZicxmn;kaufland__MEYG7B5;dp;A0062B01C50000000583;Delivered;2026-05-03T09:00:59.363Z
u5Djd70k5F47VhRMTBux;29965842;dpd;01596818151386;Delivered;2026-03-10T01:06:05.790Z
u5U5Dk4xzo295iQ7yx3N;o3nkUxSp4plBEszaH2A6;dhl_de;;problem;2026-03-18T12:13:22.049Z
u660AGWgh2ZUxqyqlwg0;32661058;dpd;01596810189905;Announced;2026-03-10T01:03:36.236Z
u7lgnOFIxOh6LjSEVkb0;kaufland__MRBYK55;dpd;01596813034324;Delivered;2026-04-23T15:16:44.587Z
u7rPvHYrlbbfW1PpJUud;ebay__17-14719-98684;dpd;01596815340662;Delivered;2026-06-05T14:27:39.783Z
u8tmrYW4KnDNdwWFUljl;ebay__22-14778-49187;dp;A0062B01C50000000C89;cancelled;2026-06-22T07:28:38.387Z
uD4YUa3D0DIYx1if1scr;ebay__09-14482-30265;dpd;01596812269443;Delivered;2026-04-10T11:57:13.016Z
uE3MyUTe82Kmw1DcnhY3;30580678;dpd;01596818666815;Delivered;2026-03-10T01:05:40.442Z
uHlTV7B5WJG0XTDIgFUR;30444203;dpd;01596818533550;Delivered;2026-03-10T01:05:41.757Z
uKhWXk2GnNOvMd6fKMWs;kaufland__MEFE3B5;dp;A0062B01C500000003FE;Delivered;2026-04-28T18:57:03.538Z
uM1CAGkgTRnt1xoxQTlP;kaufland__MKBU665;dp;A0062B01C50000000CA9;Delivered;2026-06-24T10:14:22.653Z
uMYDsgDB6Am8ciOXQAyP;o3nkUxSp4plBEszaH2A6;dhl_de;;problem;2026-03-18T11:38:35.601Z
uSUwyjKraoX3npZfBluB;31840804;dpd;01596819625770;Delivered;2026-03-10T01:04:01.287Z
uTSjuWhTfD8Otnd4G9C0;ebay__15-14786-76944;dpd;01596816184109;Delivered;2026-06-22T08:13:00.826Z
uYPwczP82i5jH0VZ8sel;31237268;dpd;09447010153246;Delivered;2026-03-10T01:04:36.912Z
uZD1n8IJzE8qsKs7Bv0L;ebay__03-14510-46533;dpd;01596812536994;ausstehend;2026-04-15T10:09:51.458Z
uZtYzBU4yI7wKlcHaEgc;32350840;dpd;01596819961332;Delivered;2026-03-10T01:03:38.019Z
udu1acp4RlhU3DrkG7Gx;kaufland__MD39RB5;dp;A0062B01C500000006F8;Delivered;2026-05-05T11:06:43.103Z
unXaiZI4vvUt9vVlYezr;ebay__18-14708-67182;dpd;01596815257419;Delivered;2026-06-03T14:35:13.746Z
upPzkqktSC3mZWE2uRgt;YwinBqNFpqMkWkN0NOij;dhl_de;;problem;2026-03-17T15:47:24.314Z
uq3qbXGaJSgp843m8qQX;29625313;dpd;01596817917382;Delivered;2026-03-10T01:06:28.043Z
uqNlXDkHesfwpGECFuTM;kaufland__MCGE755;dp;A0062B01C500000001CC;Delivered;2026-04-21T17:01:36.776Z
v16ZfKfw7Ow44H0O8Z91;kaufland__MP1UCB5;dp;A0062B01C500000004D3;Delivered;2026-04-30T11:59:29.318Z
v3QsNyyyHJMptDgQWGMK;ebay__14-14596-35683;dpd;01596813818762;Delivered;2026-05-07T13:07:05.125Z
v3d3H5hxAiDsJSwNlRuF;kaufland__MRG3595;dpd;01596811667495;Delivered;2026-03-30T09:46:51.146Z
v7MlDvLS4XahutSfKE6m;ebay__26-14422-83523;dhl_de;00340434887954500646;cancelled;2026-04-02T10:05:58.703Z
v7SBDM93vTAF71Ga391V;ebay__09-14620-19707;DHL;;problem;2026-05-11T11:52:35.756Z
vBKrk1crbvprsfbaDXOq;30657239;dpd;01596818729554;Delivered;2026-03-10T01:05:37.924Z
vDDLKhPC23aquvWpIfAD;31238496;dpd;09447010153258;Delivered;2026-03-10T01:04:36.817Z
vFRF80lCN3R7HjML64b7;ebay__03-14523-58106;DP;;problem;2026-04-17T17:24:47.722Z
vMQgW4BcIZ0SfIbXfZnr;32158592;dhl_de;00340434887954500189;Delivered;2026-03-10T01:03:41.019Z
vR7K1JH71VPAlFrI4D9f;30130806;dpd;01596818332697;Delivered;2026-03-10T01:06:04.356Z
vRdn7knHrdk3Od8UCsD7;ebay__08-14511-59037;dpd;01596812690538;Delivered;2026-04-17T12:54:46.433Z
va256m63dmTWlsZLgPLX;kaufland__M7Z5A95;dpd;01596811935159;Delivered;2026-04-04T13:28:24.711Z
vdymSNID5QAlinZt0FNQ;30760656;dpd;01596818848175;Delivered;2026-03-10T01:05:25.382Z
vu7IbmCJ2hudlfDHTVJB;32126153;dpd;01596819855372;Delivered;2026-03-10T01:03:40.492Z
vuL3xojv8LBXQPc4I7So;30674443;dpd;01596818730281;Delivered;2026-03-10T01:05:37.559Z
w0saYiJHn0dDgLL5esM2;kaufland__MQP9XC5;dpd;01596814238746;Delivered;2026-05-16T15:00:56.972Z
w3EJfrXiCgDnFiLQTnpx;kaufland__M7RTUB5;dp;A0062B01C5000000051B;Delivered;2026-05-03T08:45:14.425Z
w7ReudEOQBbTC3o2qEIv;ebay__27-14471-97377;DPD;;problem;2026-04-13T16:44:45.327Z
wAR44decGw4OduMBIqfp;ebay__16-14419-83490;dhl_de;00340434887954500554;Delivered;2026-03-30T10:32:32.807Z
wBF3VfzbAxs7AglQS7SV;31159971;dpd;01596819148212;Delivered;2026-03-10T01:04:40.771Z
wBoifEPTHNaPMkoyLCgN;kaufland__MPSREP5;dhl_de;00340434887954500509;Delivered;2026-03-24T12:19:57.019Z
wDqj5PkuzSx1z4tPqKwl;31545597;dpd;01596819382172;Delivered;2026-03-10T01:04:25.791Z
wFSk3rU1g36YThVcUsGt;ebay__09-14561-34543;dp;A0062B01C50000000407;Delivered;2026-04-28T18:59:11.143Z
wFy0tpP8M36vfjaxe3Ek;ebay__22-13989-59899;DHL;00340434757822760833;Delivered;2026-03-24T11:02:02.293Z
wHqUfcNMMXHLXs8asGhm;30674443;dpd;01596819273773;Ready to send;2026-03-10T01:04:27.185Z
wICCg4Zuc6BqnT0aFbG4;32367331;dpd;01596819961756;Delivered;2026-03-10T01:03:37.903Z
wKX7yY6U92wd5EYq7wu3;29997431;dpd;01596818205729;Delivered;2026-03-10T01:06:05.485Z
wNRNziE9RqX7PLFbQc4f;kaufland__MD1UZT5;dpd;01596814893131;Delivered;2026-05-28T09:10:15.045Z
wUQ9zYswktOAHChZmuWw;ebay__06-14596-84866;dhl_de;00340434887954500813;Delivered;2026-05-04T10:13:30.638Z
wXjoiga0MO6TtdNWu3oD;kaufland__MQPRUU5;dpd;01596815098208;Delivered;2026-06-01T12:12:31.382Z
wbcD2vf3UyIEewCHp37B;ebay__15-13999-23417;DHL;00340434757822760338;Delivered;2026-03-20T20:19:59.810Z
